1000	0.000174539
1000	0.000165
1000	0.000256313
1000	0.000184833
1000	0.000162659
1000	0.000164372
1000	0.000182515
1000	0.000204106
1000	0.000186211
1000	0.000167574
5000	0.000579698
5000	0.000565119
5000	0.000564993
5000	0.00057096
5000	0.000562466
5000	0.00056998
5000	0.000577582
5000	0.000609737
5000	0.000569088
5000	0.000574484
10000	0.00109389
10000	0.00111471
10000	0.00112474
10000	0.00112858
10000	0.00114853
10000	0.0011566
10000	0.00112215
10000	0.00110337
10000	0.00117419
10000	0.00123228
1000	0.000195453
1000	0.00017233
1000	0.000171518
1000	0.000160983
1000	0.000169102
1000	0.000176033
1000	0.000157248
1000	0.00018536
1000	0.000157881
1000	0.000174606
5000	0.000564634
5000	0.000589624
5000	0.000572098
5000	0.000590885
5000	0.000610646
5000	0.000619229
5000	0.000619403
5000	0.000577537
5000	0.000562172
5000	0.000579989
10000	0.00109401
10000	0.00114006
10000	0.0010873
10000	0.00112358
10000	0.00112483
10000	0.00113614
10000	0.00110562
10000	0.00111266
10000	0.00113519
10000	0.00115165
